eval_set,sample_id,relative_l2_error,run_id,config_hash,claim
val,2041,0.009197233244776726,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2048,0.010607108473777771,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2049,0.017757121473550797,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2084,0.005435715429484844,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2089,0.009744212031364441,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2091,0.01728058233857155,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2095,0.006749514956027269,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2112,0.009421290829777718,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2116,0.006151285488158464,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2139,0.011335182003676891,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2140,0.005616721697151661,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2153,0.01122947596013546,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2157,0.015403980389237404,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2170,0.006431140936911106,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2171,0.008679940365254879,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2185,0.004660440143197775,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2186,0.010472437366843224,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2188,0.011682337149977684,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2195,0.01795492134988308,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2207,0.01312580518424511,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2213,0.007010951638221741,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2219,0.020513193681836128,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2223,0.005652907770127058,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2226,0.009725107811391354,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2246,0.020000005140900612,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2254,0.007872700691223145,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2261,0.008407420478761196,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2268,0.0111012551933527,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2271,0.02418491803109646,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2272,0.008458222262561321,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2275,0.01699446700513363,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2286,0.021465342491865158,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2292,0.006882680580019951,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2305,0.01045533362776041,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
val,2316,0.01883581466972828,phase2_eval_fbb30bb4fc_s42,fbb30bb4fc,claim1
